date,time,weight[g],accX,accY,accZ
2022-10-18,12:04:15:537,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:15:733,-8.1,-0.1,-0.0,1.0
2022-10-18,12:04:15:820,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:15:916,-8.0,-0.0,-0.0,1.0
2022-10-18,12:04:16:012,-8.1,-0.1,-0.0,1.0
2022-10-18,12:04:16:104,-8.1,-0.0,-0.0,1.0
2022-10-18,12:04:16:202,-7.6,-0.1,-0.0,1.0
2022-10-18,12:04:16:293,-8.6,-0.1,-0.0,1.0
2022-10-18,12:04:16:388,-7.9,-0.1,-0.0,1.0
2022-10-18,12:04:16:480,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:16:563,-8.1,-0.1,-0.0,1.0
2022-10-18,12:04:16:655,-8.1,-0.1,-0.0,1.0
2022-10-18,12:04:16:746,-7.9,-0.1,-0.0,1.0
2022-10-18,12:04:16:838,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:16:930,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:17:026,-8.0,-0.1,-0.0,1.0
2022-10-18,12:04:17:120,-10.1,-0.1,-0.1,1.0
2022-10-18,12:04:17:210,-107.1,-0.1,0.1,1.1
2022-10-18,12:04:17:310,-292.5,-0.2,0.1,1.2
2022-10-18,12:04:17:394,-296.7,0.0,-0.1,0.9
2022-10-18,12:04:17:488,-296.9,-0.0,0.0,0.9
2022-10-18,12:04:17:580,-296.9,-0.1,-0.1,0.9
2022-10-18,12:04:17:677,-297.0,-0.0,0.0,1.0
2022-10-18,12:04:17:764,-296.9,-0.0,-0.0,0.9
2022-10-18,12:04:17:859,-296.9,0.0,-0.1,0.9
2022-10-18,12:04:17:952,-297.1,0.0,-0.0,1.0
2022-10-18,12:04:18:049,-297.0,0.1,0.1,1.0
2022-10-18,12:04:18:136,-297.0,0.1,0.1,1.0
2022-10-18,12:04:18:227,-297.0,0.0,0.1,1.0
2022-10-18,12:04:18:321,-296.9,0.1,0.2,1.0
2022-10-18,12:04:18:412,-297.0,0.0,0.1,1.0
